duration,launch_month,launch_year,log_goal,category_Art,category_Comics,category_Crafts,category_Dance,category_Design,category_Fashion,category_Film & Video,category_Food,category_Games,category_Journalism,category_Music,category_Photography,category_Publishing,category_Technology,category_Theater,subcategory_3D Printing,subcategory_Academic,subcategory_Accessories,subcategory_Action,subcategory_Animals,subcategory_Animation,subcategory_Anthologies,subcategory_Apparel,subcategory_Apps,subcategory_Architecture,subcategory_Art,subcategory_Art Books,subcategory_Audio,subcategory_Bacon,subcategory_Blues,subcategory_Calendars,subcategory_Camera Equipment,subcategory_Candles,subcategory_Ceramics,subcategory_Children's Books,subcategory_Childrenswear,subcategory_Chiptune,subcategory_Civic Design,subcategory_Classical Music,subcategory_Comedy,subcategory_Comic Books,subcategory_Comics,subcategory_Community Gardens,subcategory_Conceptual Art,subcategory_Cookbooks,subcategory_Country & Folk,subcategory_Couture,subcategory_Crafts,subcategory_Crochet,subcategory_DIY,subcategory_DIY Electronics,subcategory_Dance,subcategory_Design,subcategory_Digital Art,subcategory_Documentary,subcategory_Drama,subcategory_Drinks,subcategory_Electronic Music,subcategory_Embroidery,subcategory_Events,subcategory_Experimental,subcategory_Fabrication Tools,subcategory_Faith,subcategory_Family,subcategory_Fantasy,subcategory_Farmer's Markets,subcategory_Farms,subcategory_Fashion,subcategory_Festivals,subcategory_Fiction,subcategory_Film & Video,subcategory_Fine Art,subcategory_Flight,subcategory_Food,subcategory_Food Trucks,subcategory_Footwear,subcategory_Gadgets,subcategory_Games,subcategory_Gaming Hardware,subcategory_Glass,subcategory_Graphic Design,subcategory_Graphic Novels,subcategory_Hardware,subcategory_Hip-Hop,subcategory_Horror,subcategory_Illustration,subcategory_Immersive,subcategory_Indie Rock,subcategory_Installations,subcategory_Interactive Design,subcategory_Jazz,subcategory_Jewelry,subcategory_Journalism,subcategory_Kids,subcategory_Knitting,subcategory_Latin,subcategory_Letterpress,subcategory_Literary Journals,subcategory_Literary Spaces,subcategory_Live Games,subcategory_Makerspaces,subcategory_Metal,subcategory_Mixed Media,subcategory_Mobile Games,subcategory_Movie Theaters,subcategory_Music,subcategory_Music Videos,subcategory_Musical,subcategory_Narrative Film,subcategory_Nature,subcategory_Nonfiction,subcategory_Painting,subcategory_People,subcategory_Performance Art,subcategory_Performances,subcategory_Periodicals,subcategory_Pet Fashion,subcategory_Photo,subcategory_Photobooks,subcategory_Photography,subcategory_Places,subcategory_Playing Cards,subcategory_Plays,subcategory_Poetry,subcategory_Pop,subcategory_Pottery,subcategory_Print,subcategory_Printing,subcategory_Product Design,subcategory_Public Art,subcategory_Publishing,subcategory_Punk,subcategory_Puzzles,subcategory_Quilts,subcategory_R&B,subcategory_Radio & Podcasts,subcategory_Ready-to-wear,subcategory_Residencies,subcategory_Restaurants,subcategory_Robots,subcategory_Rock,subcategory_Romance,subcategory_Science Fiction,subcategory_Sculpture,subcategory_Shorts,subcategory_Small Batch,subcategory_Software,subcategory_Sound,subcategory_Space Exploration,subcategory_Spaces,subcategory_Stationery,subcategory_Tabletop Games,subcategory_Taxidermy,subcategory_Technology,subcategory_Television,subcategory_Textiles,subcategory_Theater,subcategory_Thrillers,subcategory_Translations,subcategory_Typography,subcategory_Vegan,subcategory_Video,subcategory_Video Art,subcategory_Video Games,subcategory_Wearables,subcategory_Weaving,subcategory_Web,subcategory_Webcomics,subcategory_Webseries,subcategory_Woodworking,subcategory_Workshops,subcategory_World Music,subcategory_Young Adult,subcategory_Zines,country_Australia,country_Austria,country_Belgium,country_Canada,country_Denmark,country_France,country_Germany,country_Hong Kong,country_Ireland,country_Italy,country_Japan,country_Luxembourg,country_Mexico,country_Netherlands ,country_New Zealand,country_Norway,country_Singapore,country_Spain,country_Sweden,country_Switzerland,country_United Kingdom,country_United States
2,12,2017,5.973809611869261,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
